relic_name,tier,relic_price,item_bronze1,price_bronze1,item_bronze2,price_bronze2,item_bronze3,price_bronze3,item_argent1,price_argent1,item_argent2,price_argent2,item_gold1,price_gold1,ev_intact,ev_radiant
Meso G4 Relic,Meso,4.0,Corvas Prime Receiver,8.65,Octavia Prime Systems Blueprint,8.5,Bronco Prime Receiver,3.6,Scourge Prime Handle,6.5,2X Forma Blueprint,,Guandao Prime Handle,23.9,6.45,7.15
Meso G5 Relic,Meso,3.0,Corvas Prime Stock,4.75,Khora Prime Systems Blueprint,7.0,Paris Prime Blueprint,2.9,Nagantaka Prime Stock,7.5,Phantasma Prime Blueprint,4.8,Gunsen Prime Blade,13.0,5.32,6.2
Meso G6 Relic,Meso,4.0,Forma Blueprint,,Tatsu Prime Blueprint,4.1,Burston Prime Stock,2.0,Zylok Prime Receiver,4.1,Paris Prime Grip,3.05,Grendel Prime Blueprint,12.5,2.58,3.7
Meso G7 Relic,Meso,5.0,Burston Prime Stock,2.0,Cobra & Crane Prime Hilt,5.0,Wisp Prime Systems Blueprint,7.0,Okina Prime Handle,9.0,Tatsu Prime Blade,5.0,Gauss Prime Systems Blueprint,25.0,5.59,7.63
Meso G8 Relic,Meso,1.0,Sevagoth Prime Systems Blueprint,3.0,Paris Prime Lower Limb,2.15,Braton Prime Stock,1.5,Quassus Prime Blueprint,3.0,2X Forma Blueprint,,Grendel Prime Blueprint,12.5,2.26,2.96
Meso G9 Relic,Meso,3.6,Venato Prime Handle,3.6,Acceltra Prime Blueprint,3.0,Akbronco Prime Blueprint,2.7,Trumna Prime Stock,2.65,2X Forma Blueprint,,Gauss Prime Systems Blueprint,25.0,3.15,4.58
Meso H1 Relic,Meso,5.5,Paris Prime Blueprint,2.9,Mirage Prime Neuroptics Blueprint,7.0,Hydroid Prime Chassis Blueprint,8.5,Oberon Prime Blueprint,8.5,Fragor Prime Blueprint,10.4,Helios Prime Cerebrum,40.0,7.54,10.85
Meso H2 Relic,Meso,7.6,Forma Blueprint,,Guandao Prime Blade,8.5,Nidus Prime Systems Blueprint,5.5,Nezha Prime Blueprint,7.0,Paris Prime Upper Limb,2.2,Harrow Prime Systems Blueprint,34.5,5.25,7.62
Meso H3 Relic,Meso,4.8,Zakti Prime Receiver,5.5,Burston Prime Receiver,3.5,Octavia Prime Systems Blueprint,8.5,2X Forma Blueprint,,Astilla Prime Blueprint,6.6,Hystrix Prime Receiver,19.0,5.54,6.14
Meso H4 Relic,Meso,6.5,Larkspur Prime Blueprint,6.0,Baruuk Prime Systems Blueprint,8.0,Nagantaka Prime Barrel,6.0,Strun Prime Barrel,7.5,Knell Prime Receiver,3.5,Harrow Prime Systems Blueprint,34.5,6.97,8.98
Meso H5 Relic,Meso,8.0,Forma Blueprint,,Paris Prime Blueprint,2.9,Fang Prime Handle,2.0,Gauss Prime Neuroptics Blueprint,8.5,Revenant Prime Systems Blueprint,12.5,Hildryn Prime Blueprint,37.5,4.3,8.77
Meso H6 Relic,Meso,7.6,Paris Prime String,3.4,Baruuk Prime Systems Blueprint,8.0,Revenant Prime Chassis Blueprint,6.0,2X Forma Blueprint,,Cobra & Crane Prime Blade,4.95,Hystrix Prime Receiver,19.0,5.33,5.79
Meso H7 Relic,Meso,5.7,Braton Prime Barrel,5.0,Lex Prime Blueprint,2.6,Baruuk Prime Systems Blueprint,8.0,2X Forma Blueprint,,Fulmin Prime Blueprint,6.5,Hildryn Prime Blueprint,37.5,5.42,7.65
Meso H8 Relic,Meso,,Nagantaka Prime Barrel,6.0,Lex Prime Receiver,3.35,Forma Blueprint,,Corvas Prime Blueprint,5.2,Dual Keres Prime Handle,9.0,Hystrix Prime Receiver,19.0,4.31,6.3
Meso I1 Relic,Meso,5.2,Corinth Prime Blueprint,3.8,Paris Prime Upper Limb,2.2,Titania Prime Chassis Blueprint,11.5,Orthos Prime Blade,3.5,Atlas Prime Systems Blueprint,5.5,Inaros Prime Neuroptics Blueprint,41.0,6.24,8.82
Meso I2 Relic,Meso,4.6,Karyst Prime Blueprint,6.45,Burston Prime Blueprint,2.95,Forma Blueprint,,Guandao Prime Blueprint,6.7,Astilla Prime Blueprint,6.6,Inaros Prime Neuroptics Blueprint,41.0,4.66,8.33
Meso K1 Relic,Meso,10.0,Nekros Prime Chassis Blueprint,9.5,Orthos Prime Handle,3.25,Cernos Prime Upper Limb,8.0,Akstiletto Prime Barrel,11.5,Tigris Prime Receiver,10.5,Kogake Prime Gauntlet,27.0,8.22,10.56
Meso K2 Relic,Meso,6.75,Mirage Prime Chassis Blueprint,10.0,Paris Prime String,3.4,Orthos Prime Handle,3.25,Wukong Prime Systems Blueprint,15.0,Chroma Prime Chassis Blueprint,8.5,Kronen Prime Blade,34.5,7.49,10.93
Meso K3 Relic,Meso,5.0,Ninkondi Prime Blueprint,8.0,Orthos Prime Handle,3.25,Braton Prime Stock,1.5,2X Forma Blueprint,,Wukong Prime Chassis Blueprint,11.5,Karyst Prime Blade,19.5,4.88,6.38
Meso K4 Relic,Meso,5.0,Phantasma Prime Receiver,7.0,Garuda Prime Blueprint,6.5,Nagantaka Prime Barrel,6.0,2X Forma Blueprint,,Knell Prime Receiver,3.5,Khora Prime Blueprint,30.0,5.92,6.95
Meso K5 Relic,Meso,3.1,Fang Prime Blueprint,1.75,Gara Prime Systems Blueprint,7.0,Forma Blueprint,,Revenant Prime Systems Blueprint,12.5,Cobra & Crane Prime Blueprint,3.5,Knell Prime Barrel,29.0,4.56,7.56
Meso K6 Relic,Meso,7.2,Forma Blueprint,,Larkspur Prime Blueprint,6.0,Hystrix Prime Barrel,7.0,Wisp Prime Neuroptics Blueprint,6.5,Orthos Prime Blade,3.5,Knell Prime Receiver,3.5,4.46,4.52
Meso K7 Relic,Meso,1.0,Epitaph Prime Blueprint,5.5,Masseter Prime Handle,3.2,Protea Prime Blueprint,2.0,2X Forma Blueprint,,Acceltra Prime Receiver,4.0,Kompressa Prime Barrel,8.0,3.31,3.38
Meso K8 Relic,Meso,,Xaku Prime Neuroptics Blueprint,2.0,Burston Prime Blueprint,2.95,Lex Prime Barrel,3.5,Alternox Prime Barrel,3.5,2X Forma Blueprint,,Kestrel Prime Grip,10.0,2.73,3.11
Meso L1 Relic,Meso,109.0,Tipedo Prime Blueprint,5.0,Burston Prime Receiver,3.5,Ninkondi Prime Blueprint,8.0,Chroma Prime Chassis Blueprint,8.5,Dethcube Prime Carapace,6.5,Limbo Prime Chassis Blueprint,48.5,6.8,10.6
Meso L2 Relic,Meso,22.5,Mesa Prime Chassis Blueprint,7.0,Lex Prime Barrel,3.5,Forma Blueprint,,Akjagara Prime Receiver,8.5,Vasto Prime Blueprint,7.0,Limbo Prime Chassis Blueprint,48.5,5.33,9.7
Meso L3 Relic,Meso,2.6,Paris Prime Upper Limb,2.2,Forma Blueprint,,Sevagoth Prime Neuroptics Blueprint,2.0,Okina Prime Handle,9.0,Acceltra Prime Receiver,4.0,Lavos Prime Systems Blueprint,10.0,2.69,4.3
Meso L4 Relic,Meso,1.5,Perigale Prime Blueprint,3.5,Sevagoth Prime Neuroptics Blueprint,2.0,Burston Prime Stock,2.0,Bronco Prime Barrel,3.0,Quassus Prime Blueprint,3.0,Lavos Prime Systems Blueprint,10.0,2.76,3.45
Meso L5 Relic,Meso,8.0,Athodai Prime Blueprint,19.5,Paris Prime Lower Limb,2.15,Forma Blueprint,,Trumna Prime Stock,2.65,Vadarya Prime Receiver,2.0,Lavos Prime Systems Blueprint,10.0,6.2,5.54
Meso M1 Relic,Meso,11.9,Dakra Prime Handle,7.8,Boltor Prime Barrel,8.0,Ankyros Prime Gauntlet,8.5,Boar Prime Barrel,12.5,Rhino Prime Chassis Blueprint,7.0,Mag Prime Blueprint,30.0,8.9,10.95
Meso M2 Relic,Meso,7.6,Fang Prime Blade,2.5,Paris Prime String,3.4,Kogake Prime Boot,7.5,Akjagara Prime Link,7.6,Silva & Aegis Prime Blade,7.3,Mirage Prime Blueprint,38.5,5.8,9.06
Meso M3 Relic,Meso,9.0,Ballistica Prime Lower Limb,9.0,Gram Prime Blade,5.0,Paris Prime String,3.4,Equinox Prime Neuroptics Blueprint,8.5,Kogake Prime Blueprint,7.05,Mirage Prime Blueprint,38.5,6.89,9.86
Meso M4 Relic,Meso,2.2,Lex Prime Blueprint,2.6,Larkspur Prime Blueprint,6.0,Dual Keres Prime Blade,8.35,Fang Prime Handle,2.0,2X Forma Blueprint,,Masseter Prime Blade,10.0,4.71,4.23
Meso M5 Relic,Meso,40.0,Saryn Prime Systems Blueprint,6.5,Braton Prime Stock,1.5,Forma Blueprint,,Spira Prime Blade,13.5,Strun Prime Stock,8.0,Magnus Prime Barrel,25.0,4.89,8.13
Meso N1 Relic,Meso,10.0,Fang Prime Handle,2.0,Braton Prime Stock,1.5,Fang Prime Blueprint,1.75,2X Forma Blueprint,,Dual Kamas Prime Handle,7.1,Nyx Prime Neuroptics Blueprint,24.0,2.59,4.7
Meso N10 Relic,Meso,4.1,Ivara Prime Neuroptics Blueprint,6.5,Tipedo Prime Blueprint,5.0,Pangolin Prime Handle,7.8,Bronco Prime Barrel,3.0,Panthera Prime Stock,8.7,Ninkondi Prime Handle,20.0,6.58,7.56
Meso N11 Relic,Meso,5.6,Cernos Prime Upper Limb,8.0,Scindo Prime Handle,5.5,Lex Prime Barrel,3.5,Valkyr Prime Neuroptics Blueprint,10.0,2X Forma Blueprint,,Nyx Prime Neuroptics Blueprint,24.0,5.89,7.23
Meso N12 Relic,Meso,10.0,Paris Prime String,3.4,Zakti Prime Receiver,5.5,Knell Prime Blueprint,4.0,Inaros Prime Blueprint,8.0,Nidus Prime Blueprint,8.0,Nagantaka Prime Blueprint,15.0,5.33,6.85
Meso N13 Relic,Meso,8.0,Revenant Prime Chassis Blueprint,6.0,Braton Prime Receiver,4.0,Harrow Prime Chassis Blueprint,10.0,Astilla Prime Stock,5.85,Garuda Prime Chassis Blueprint,8.5,Nidus Prime Chassis Blueprint,30.0,7.24,9.2
Meso N14 Relic,Meso,5.9,Phantasma Prime Receiver,7.0,Braton Prime Barrel,5.0,Lex Prime Receiver,3.35,Shade Prime Blueprint,5.5,Cobra & Crane Prime Blade,4.95,Nidus Prime Chassis Blueprint,30.0,5.64,7.65
Meso N15 Relic,Meso,6.0,Pandero Prime Blueprint,4.75,Zakti Prime Receiver,5.5,Forma Blueprint,,Octavia Prime Chassis Blueprint,11.5,Lex Prime Blueprint,2.6,Nezha Prime Chassis Blueprint,33.5,4.82,7.88
Meso N16 Relic,Meso,11.8,Scourge Prime Blade,4.65,Vasto Prime Receiver,8.5,Forma Blueprint,,Tigris Prime Barrel,5.0,Fang Prime Handle,2.0,Nekros Prime Systems Blueprint,28.0,4.66,6.39
Meso N17 Relic,Meso,2.0,Forma Blueprint,,Acceltra Prime Blueprint,3.0,Masseter Prime Handle,3.2,Akarius Prime Link,4.0,Velox Prime Blueprint,2.8,Nautilus Prime Blueprint,10.0,2.52,3.39
Meso N2 Relic,Meso,7.4,Hikou Prime Blueprint,4.35,Bronco Prime Blueprint,3.0,Fang Prime Handle,2.0,Ash Prime Neuroptics Blueprint,12.0,2X Forma Blueprint,,Vauban Prime Neuroptics Blueprint,27.0,4.23,6.66
Meso N3 Relic,Meso,16.0,Burston Prime Stock,2.0,Bronco Prime Blueprint,3.0,Braton Prime Barrel,5.0,Euphona Prime Barrel,6.6,Carrier Prime Cerebrum,49.0,Nekros Prime Blueprint,25.0,9.15,15.29
Meso N4 Relic,Meso,15.75,Paris Prime Upper Limb,2.2,Saryn Prime Systems Blueprint,6.5,Orthos Prime Handle,3.25,2X Forma Blueprint,,Oberon Prime Blueprint,8.5,Nikana Prime Blade,14.0,4.24,5.09
Meso N5 Relic,Meso,5.0,Braton Prime Stock,1.5,Forma Blueprint,,Lex Prime Receiver,3.35,Hydroid Prime Blueprint,14.5,Tigris Prime Receiver,10.5,Nekros Prime Systems Blueprint,28.0,4.54,8.61
Meso N6 Relic,Meso,5.0,Forma Blueprint,,Boltor Prime Barrel,8.0,Hikou Prime Pouch,7.0,Scindo Prime Handle,5.5,Rhino Prime Chassis Blueprint,7.0,Nyx Prime Neuroptics Blueprint,24.0,5.65,7.4
Meso N7 Relic,Meso,5.0,Limbo Prime Systems Blueprint,6.5,Pyrana Prime Barrel,6.5,Kronen Prime Blueprint,5.65,Gram Prime Blueprint,8.5,2X Forma Blueprint,,Ninkondi Prime Handle,20.0,6.06,6.81
Meso N8 Relic,Meso,14.4,Valkyr Prime Blueprint,7.0,Forma Blueprint,,Cernos Prime Upper Limb,8.0,Valkyr Prime Neuroptics Blueprint,10.0,Cernos Prime String,8.5,Nikana Prime Hilt,40.25,6.64,10.23
Meso N9 Relic,Meso,3.2,Tekko Prime Gauntlet,8.2,Forma Blueprint,,Paris Prime String,3.4,Ivara Prime Blueprint,8.5,Akjagara Prime Link,7.6,Ninkondi Prime Handle,20.0,5.11,7.15
Meso O1 Relic,Meso,5.7,Forma Blueprint,,Akbronco Prime Blueprint,2.7,Paris Prime Lower Limb,2.15,Akstiletto Prime Link,9.0,Cernos Prime String,8.5,Oberon Prime Neuroptics Blueprint,35.0,3.85,7.81
Meso O2 Relic,Meso,5.0,Paris Prime Lower Limb,2.15,Cernos Prime Upper Limb,8.0,Tiberon Prime Receiver,8.2,Akbronco Prime Link,3.5,Mirage Prime Systems Blueprint,18.5,Oberon Prime Neuroptics Blueprint,35.0,7.77,10.96
Meso O3 Relic,Meso,11.5,Forma Blueprint,,Loki Prime Neuroptics Blueprint,16.05,Odonata Prime Systems Blueprint,8.5,Volt Prime Chassis Blueprint,11.5,Wyrm Prime Systems,34.5,Odonata Prime Wings Blueprint,17.5,11.63,15.04
Meso O4 Relic,Meso,6.2,Silva & Aegis Prime Hilt,5.8,Forma Blueprint,,Fang Prime Blueprint,1.75,Nekros Prime Neuroptics Blueprint,21.0,Galatine Prime Handle,5.65,Oberon Prime Neuroptics Blueprint,35.0,5.54,10.09
Meso O5 Relic,Meso,8.3,Harrow Prime Chassis Blueprint,10.0,Forma Blueprint,,Burston Prime Stock,2.0,Gara Prime Neuroptics Blueprint,7.0,Nagantaka Prime Receiver,6.75,Octavia Prime Blueprint,46.0,5.47,9.35
Meso O6 Relic,Meso,6.0,Ivara Prime Neuroptics Blueprint,6.5,Sybaris Prime Blueprint,6.5,Braton Prime Barrel,5.0,Silva & Aegis Prime Blade,7.3,Lex Prime Blueprint,2.6,Oberon Prime Neuroptics Blueprint,35.0,6.35,8.48
Meso P1 Relic,Meso,45.8,Oberon Prime Chassis Blueprint,9.0,Chroma Prime Blueprint,8.5,Bronco Prime Receiver,3.6,Silva & Aegis Prime Blueprint,8.1,Ballistica Prime Receiver,6.5,Pyrana Prime Blueprint,35.0,7.65,9.94
Meso P10 Relic,Meso,4.5,Braton Prime Barrel,5.0,Forma Blueprint,,Strun Prime Receiver,7.5,Paris Prime Upper Limb,2.2,Harrow Prime Neuroptics Blueprint,8.5,Phantasma Prime Barrel,22.5,4.79,6.47
Meso P11 Relic,Meso,4.4,Bronco Prime Blueprint,3.0,Forma Blueprint,,Harrow Prime Chassis Blueprint,10.0,Hildryn Prime Chassis Blueprint,11.0,Dual Keres Prime Handle,9.0,Phantasma Prime Stock,22.5,5.94,8.42
Meso P12 Relic,Meso,6.9,Vectis Prime Barrel,19.7,Carrier Prime Blueprint,10.5,Forma Blueprint,,Ash Prime Neuroptics Blueprint,12.0,Burston Prime Barrel,4.0,Panthera Prime Barrel,18.5,9.78,10.08
Meso P13 Relic,Meso,5.5,Fulmin Prime Barrel,4.3,Braton Prime Stock,1.5,Lex Prime Barrel,3.5,Akbronco Prime Link,3.5,Garuda Prime Chassis Blueprint,8.5,Phantasma Prime Barrel,22.5,4.13,6.2
Meso P14 Relic,Meso,6.0,Lex Prime Barrel,3.5,Garuda Prime Blueprint,6.5,Baruuk Prime Systems Blueprint,8.0,Hildryn Prime Neuroptics Blueprint,7.0,Shade Prime Systems,6.0,Phantasma Prime Stock,22.5,6.44,7.85
Meso P15 Relic,Meso,5.5,Bronco Prime Receiver,3.6,Gauss Prime Chassis Blueprint,6.5,Zylok Prime Barrel,4.65,2X Forma Blueprint,,Gunsen Prime Handle,6.0,Protea Prime Systems Blueprint,14.0,4.68,5.06
Meso P16 Relic,Meso,2.4,Trumna Prime Blueprint,1.5,Forma Blueprint,,Braton Prime Stock,1.5,Daikyu Prime Upper Limb,4.0,Akarius Prime Link,4.0,Protea Prime Systems Blueprint,14.0,1.92,3.5
Meso P17 Relic,Meso,2.0,Venato Prime Handle,3.6,Akbronco Prime Blueprint,2.7,Fang Prime Blade,2.5,Kestrel Prime Blueprint,2.6,Yareli Prime Blueprint,3.5,Protea Prime Chassis Blueprint,11.5,3.13,3.84
Meso P2 Relic,Meso,1.6,Braton Prime Receiver,4.0,Forma Blueprint,,Baza Prime Receiver,5.5,Zhuge Prime Blueprint,7.0,Ivara Prime Systems Blueprint,9.0,Panthera Prime Receiver,19.0,4.55,6.68
Meso P3 Relic,Meso,4.0,Karyst Prime Blueprint,6.45,Lex Prime Blueprint,2.6,Zhuge Prime Grip,6.0,Mesa Prime Blueprint,7.0,2X Forma Blueprint,,Pangolin Prime Blueprint,14.35,4.87,5.34
Meso P4 Relic,Meso,4.4,Braton Prime Barrel,5.0,Forma Blueprint,,Burston Prime Blueprint,2.95,Corinth Prime Receiver,7.0,Titania Prime Neuroptics Blueprint,9.0,Panthera Prime Barrel,18.5,4.14,6.38
Meso P5 Relic,Meso,4.2,Orthos Prime Handle,3.25,Zakti Prime Receiver,5.5,Tenora Prime Blueprint,5.0,Gara Prime Neuroptics Blueprint,7.0,2X Forma Blueprint,,Panthera Prime Receiver,19.0,4.63,5.59
Meso P6 Relic,Meso,15.0,Destreza Prime Handle,11.0,Braton Prime Blueprint,3.0,Forma Blueprint,,Kavasa Prime Kubrow Collar Blueprint,5.6,Trinity Prime Blueprint,10.0,Pyrana Prime Blueprint,35.0,5.96,8.95
Meso P7 Relic,Meso,4.0,Nezha Prime Systems Blueprint,6.0,Forma Blueprint,,Burston Prime Receiver,3.5,Garuda Prime Chassis Blueprint,8.5,Guandao Prime Blueprint,6.7,Panthera Prime Barrel,18.5,4.45,6.47
Meso P8 Relic,Meso,4.0,Khora Prime Systems Blueprint,7.0,Garuda Prime Blueprint,6.5,Fang Prime Blueprint,1.75,Nidus Prime Blueprint,8.0,Zakti Prime Barrel,5.8,Pandero Prime Receiver,25.0,5.88,7.8
Meso P9 Relic,Meso,6.0,Paris Prime Lower Limb,2.15,Nidus Prime Systems Blueprint,5.5,Khora Prime Systems Blueprint,7.0,Revenant Prime Systems Blueprint,12.5,Nagantaka Prime Receiver,6.75,Pandero Prime Receiver,25.0,6.33,8.79
Meso R1 Relic,Meso,5.1,Tiberon Prime Receiver,8.2,Paris Prime Upper Limb,2.2,Braton Prime Blueprint,3.0,Akbronco Prime Link,3.5,Ballistica Prime String,13.5,Rubico Prime Blueprint,19.5,5.65,7.58
Meso R2 Relic,Meso,4.5,Aksomati Prime Blueprint,4.35,Fang Prime Blueprint,1.75,Forma Blueprint,,Mesa Prime Blueprint,7.0,Destreza Prime Blueprint,7.0,Rubico Prime Blueprint,19.5,3.48,5.77
Meso R3 Relic,Meso,5.0,Pangolin Prime Handle,7.8,Akjagara Prime Blueprint,3.7,Zhuge Prime Grip,6.0,Dethcube Prime Carapace,6.5,Bronco Prime Barrel,3.0,Rubico Prime Blueprint,19.5,5.87,6.77
Meso R4 Relic,Meso,6.0,Gram Prime Blade,5.0,Zephyr Prime Chassis Blueprint,6.0,Braton Prime Barrel,5.0,Chroma Prime Systems Blueprint,28.5,2X Forma Blueprint,,Rubico Prime Blueprint,19.5,7.58,10.32
Meso R5 Relic,Meso,7.4,Hystrix Prime Barrel,7.0,Baruuk Prime Systems Blueprint,8.0,Forma Blueprint,,Nidus Prime Blueprint,8.0,Astilla Prime Blueprint,6.6,Revenant Prime Blueprint,28.5,5.98,8.27
Meso R6 Relic,Meso,40.0,Afuris Prime Barrel,5.5,Braton Prime Stock,1.5,Forma Blueprint,,Cobra & Crane Prime Blade,4.95,Orthos Prime Blueprint,4.3,Revenant Prime Blueprint,28.5,3.36,5.87
Meso S1 Relic,Meso,20.8,Nova Prime Systems Blueprint,11.5,Paris Prime Blueprint,2.9,Tigris Prime Stock,6.5,Paris Prime Upper Limb,2.2,Odonata Prime Blueprint,8.5,Soma Prime Stock,23.5,6.94,7.97
Meso S10 Relic,Meso,4.0,Corinth Prime Blueprint,3.8,Paris Prime String,3.4,Forma Blueprint,,Aksomati Prime Barrel,11.0,Titania Prime Blueprint,11.0,Strun Prime Blueprint,23.5,4.71,7.95
Meso S11 Relic,Meso,4.5,Lex Prime Barrel,3.5,Pangolin Prime Handle,7.8,Paris Prime Blueprint,2.9,Octavia Prime Chassis Blueprint,11.5,Strun Prime Stock,8.0,Scourge Prime Barrel,35.5,6.45,9.82
Meso S12 Relic,Meso,3.9,Tatsu Prime Blueprint,4.1,Garuda Prime Blueprint,6.5,Bronco Prime Receiver,3.6,2X Forma Blueprint,,Braton Prime Stock,1.5,Scourge Prime Barrel,35.5,4.47,6.22
Meso S13 Relic,Meso,,Knell Prime Blueprint,4.0,Lex Prime Barrel,3.5,Forma Blueprint,,Tigris Prime Receiver,10.5,Burston Prime Barrel,4.0,Scourge Prime Barrel,35.5,4.2,7.7
Meso S14 Relic,Meso,9.65,Burston Prime Stock,2.0,Ankyros Prime Gauntlet,8.5,Forma Blueprint,,Rhino Prime Neuroptics Blueprint,10.0,Ember Prime Neuroptics Blueprint,10.0,Sicarus Prime Receiver,41.0,5.68,9.85
Meso S15 Relic,Meso,22.5,Magnus Prime Blueprint,7.5,Braton Prime Barrel,5.0,Forma Blueprint,,Nikana Prime Blade,14.0,Paris Prime Grip,3.05,Spira Prime Pouch,35.0,5.74,8.99
Meso S2 Relic,Meso,8.45,Paris Prime String,3.4,Bronco Prime Blueprint,3.0,Galatine Prime Blade,6.1,Paris Prime Grip,3.05,2X Forma Blueprint,,Saryn Prime Chassis Blueprint,39.0,4.28,6.59
Meso S3 Relic,Meso,11.3,Valkyr Prime Blueprint,7.0,Nekros Prime Chassis Blueprint,9.5,Akbronco Prime Blueprint,2.7,Ash Prime Blueprint,11.5,2X Forma Blueprint,,Spira Prime Pouch,35.0,6.83,9.0
Meso S4 Relic,Meso,17.5,Fang Prime Blueprint,1.75,Banshee Prime Neuroptics Blueprint,3.8,Galatine Prime Blade,6.1,Fang Prime Handle,2.0,Trinity Prime Blueprint,10.0,Saryn Prime Blueprint,18.5,4.64,6.19
Meso S5 Relic,Meso,7.2,Burston Prime Stock,2.0,Braton Prime Barrel,5.0,Lex Prime Barrel,3.5,2X Forma Blueprint,,Saryn Prime Neuroptics Blueprint,11.5,Sybaris Prime Barrel,37.5,4.67,7.8
Meso S6 Relic,Meso,12.7,Galatine Prime Blade,6.1,Helios Prime Carapace,6.5,Valkyr Prime Blueprint,7.0,Cernos Prime String,8.5,Tigris Prime Receiver,10.5,Spira Prime Blade,13.5,7.32,8.42
Meso S7 Relic,Meso,8.0,Forma Blueprint,,Cernos Prime Upper Limb,8.0,Venka Prime Blades,8.5,Paris Prime Grip,3.05,Nami Skyla Prime Handle,8.5,Sybaris Prime Barrel,37.5,6.2,8.81
Meso S8 Relic,Meso,7.0,Gram Prime Blade,5.0,Forma Blueprint,,Bronco Prime Receiver,3.6,Ballistica Prime Upper Limb,8.5,Burston Prime Barrel,4.0,Sybaris Prime Barrel,37.5,4.3,7.68
Meso S9 Relic,Meso,9.2,Spira Prime Blueprint,4.95,Braton Prime Blueprint,3.0,Lex Prime Barrel,3.5,Saryn Prime Neuroptics Blueprint,11.5,2X Forma Blueprint,,Spira Prime Pouch,35.0,4.87,7.71
Meso T1 Relic,Meso,4.5,Fang Prime Blueprint,1.75,Braton Prime Stock,1.5,Burston Prime Receiver,3.5,Paris Prime Upper Limb,2.2,2X Forma Blueprint,,Tiberon Prime Barrel,13.35,2.22,2.9
Meso T2 Relic,Meso,4.6,Lex Prime Barrel,3.5,Paris Prime Lower Limb,2.15,Forma Blueprint,,Tigris Prime Receiver,10.5,Banshee Prime Blueprint,6.5,Tiberon Prime Stock,27.5,3.85,7.09
Meso T3 Relic,Meso,3.6,Lex Prime Barrel,3.5,Forma Blueprint,,Paris Prime Lower Limb,2.15,Chroma Prime Chassis Blueprint,8.5,Limbo Prime Blueprint,7.0,Tiberon Prime Stock,27.5,3.69,6.79
Meso T4 Relic,Meso,11.8,Zhuge Prime Grip,6.0,Ninkondi Prime Blueprint,8.0,Forma Blueprint,,Wukong Prime Systems Blueprint,15.0,Paris Prime Grip,3.05,Tenora Prime Receiver,27.5,6.08,8.69
Meso T5 Relic,Meso,3.8,Paris Prime Upper Limb,2.2,Tekko Prime Gauntlet,8.2,Forma Blueprint,,Panthera Prime Stock,8.7,Astilla Prime Stock,5.85,Tenora Prime Barrel,13.5,4.5,5.99
Meso T6 Relic,Meso,9.9,Dethcube Prime Systems,7.0,Forma Blueprint,,Fang Prime Blueprint,1.75,Akstiletto Prime Receiver,15.5,Vauban Prime Chassis Blueprint,20.0,Tekko Prime Blade,20.0,6.52,10.56
Meso T7 Relic,Meso,4.1,Okina Prime Blade,8.5,Wisp Prime Systems Blueprint,7.0,Burston Prime Stock,2.0,Gauss Prime Neuroptics Blueprint,8.5,Akarius Prime Link,4.0,Trumna Prime Barrel,10.0,6.01,6.42
Meso T8 Relic,Meso,2.0,Burston Prime Stock,2.0,Xaku Prime Neuroptics Blueprint,2.0,Lex Prime Receiver,3.35,Protea Prime Neuroptics Blueprint,3.5,Akarius Prime Link,4.0,Trumna Prime Barrel,10.0,2.89,3.73
Meso V1 Relic,Meso,9.4,Burston Prime Blueprint,2.95,Spira Prime Blueprint,4.95,Carrier Prime Blueprint,10.5,Braton Prime Blueprint,3.0,2X Forma Blueprint,,Vectis Prime Receiver,52.5,6.04,8.92
Meso V10 Relic,Meso,2.0,Forma Blueprint,,Protea Prime Blueprint,2.0,Acceltra Prime Blueprint,3.0,Paris Prime Upper Limb,2.2,Fulmin Prime Stock,5.0,Velox Prime Barrel,10.0,2.26,3.27
Meso V11 Relic,Meso,2.0,Xaku Prime Neuroptics Blueprint,2.0,Fang Prime Blade,2.5,Braton Prime Blueprint,3.0,Caliban Prime Blueprint,3.0,Nautilus Prime Systems,3.0,Velox Prime Barrel,10.0,2.76,3.45
Meso V12 Relic,Meso,1.84,Velox Prime Receiver,5.0,Quassus Prime Handle,4.0,Forma Blueprint,,Bronco Prime Barrel,3.0,Sevagoth Prime Blueprint,8.0,Vadarya Prime Blueprint,7.5,3.64,4.45
Meso V13 Relic,Meso,1.4,Braton Prime Blueprint,3.0,Forma Blueprint,,Bronco Prime Receiver,3.6,Burston Prime Barrel,4.0,Caliban Prime Blueprint,3.0,Venato Prime Blade,10.0,2.64,3.5
Meso V14 Relic,Meso,2.0,Gyre Prime Systems Blueprint,3.5,Orthos Prime Handle,3.25,Protea Prime Blueprint,2.0,Trumna Prime Stock,2.65,2X Forma Blueprint,,Velox Prime Barrel,10.0,2.71,2.99
Meso V15 Relic,Meso,1.93,Trumna Prime Blueprint,1.5,Caliban Prime Chassis Blueprint,3.0,Venato Prime Handle,3.6,2X Forma Blueprint,,Caliban Prime Blueprint,3.0,Vadarya Prime Blueprint,7.5,2.53,2.7
Meso V2 Relic,Meso,6.5,Vasto Prime Receiver,8.5,Paris Prime Blueprint,2.9,Ash Prime Chassis Blueprint,11.0,2X Forma Blueprint,,Volt Prime Chassis Blueprint,11.5,Nikana Prime Blade,14.0,7.22,7.43
